avgListPrice,medianPrice,popularity,statecode,city,state,latitude,longitude
202741,,57,TX,Webb,Texas,27.8174487,-99.0128926
202684,,40,MN,Wabasha,Minnesota,44.3710051,-92.0382346
202516,,6,ND,Williams,North Dakota,48.432044,-103.2923954
202488,149000,12,OH,Wood,Ohio,41.3478458,-83.6773928
202413,170000,11,MD,Washington,Maryland,39.641762,-77.719993
202221,,49,TX,Erath,Texas,32.1793404,-98.2212979
202209,206999,9,AZ,Navajo,Arizona,36.0672173,-109.1880047
202015,,95,TX,Brown,Texas,31.7705105,-98.9245343
201949,157500,13,OR,Klamath,Oregon,42.6952767,-121.6142133
201894,154000,9,AR,Craighead,Arkansas,35.8260959,-90.6773046
201647,122500,65,WI,Buffalo,Wisconsin,44.3102354,-91.7538817
201152,,64,PA,Fulton,Pennsylvania,39.9048759,-78.1564432
201122,125000,25,TN,Cumberland,Tennessee,35.8994729,-85.023346
201096,109000,83,GA,Haralson,Georgia,33.2265099,-84.5713164
200844,,232,TX,Dimmit,Texas,28.4116514,-99.8124935
200829,148900,8,CO,Pueblo,Colorado,38.2544472,-104.6091409
200751,75500,59,NC,Jones,North Carolina,35.0306293,-77.3324425
200728,121500,25,CO,Las Animas,Colorado,38.0666735,-103.222708
200618,55000,99,NC,Caswell,North Carolina,36.3860217,-79.2902133
200526,,70,TX,Wood,Texas,32.8296216,-95.3520876
200525,,85,NC,Alleghany,North Carolina,36.4940839,-81.1196075
200452,94875,22,KY,Bourbon,Kentucky,38.2170752,-84.2278796
200350,,37,LA,Saint Helena,Louisiana,30.8021866,-90.6773046
200326,,33,NY,Chautauqua,New York,42.209774,-79.4668445
200264,,39,LA,Jefferson Davis,Louisiana,30.2672346,-92.8178291
200258,155000,7,AR,Saline,Arkansas,34.5708215,-92.539603
200204,111500,27,KY,Calloway,Kentucky,36.6402766,-88.285042
199905,125500,20,SC,Edgefield,South Carolina,33.7895774,-81.9295582
199892,,6,IA,Scott,Iowa,41.6393199,-90.6393702
199843,170000,32,FL,Leon,Florida,30.4906177,-84.1857115
199740,,79,NC,Chowan,North Carolina,36.1354131,-76.6181655
199723,135730,44,VA,Amherst,Virginia,37.5851412,-79.0514134
199711,,60,AL,Greene,Alabama,32.9718107,-87.9334803
199358,113500,20,NE,Dawson,Nebraska,40.1311123,-95.8305486
199161,,42,WV,Monroe,West Virginia,37.5601958,-80.5882803
199022,,90,TX,Lamar,Texas,28.1394565,-97.0055455
198852,,17,IN,Floyd,Indiana,38.2869276,-85.8895551
198648,110000,87,GA,Heard,Georgia,33.2990406,-85.1479364
198516,3268950,10,MN,Stearns,Minnesota,45.5844792,-94.5865603
198439,,3,IA,Linn,Iowa,42.0659844,-91.6760691
198382,225000,8,NV,Elko,Nevada,40.8324211,-115.7631232
198222,,30,SC,Saluda,South Carolina,34.0015232,-81.7720522
198182,182450,9,VT,Franklin,Vermont,44.9812585,-72.9165547
198015,86200,57,PA,Wyoming,Pennsylvania,41.3117471,-75.8374174
197968,115000,33,FL,Citrus,Florida,28.8848842,-82.5185837
197938,,24,WI,Dunn,Wisconsin,42.959047,-89.3037147
197878,,18,AL,Jackson,Alabama,31.5090521,-87.8944435
197833,,13,MS,Lee,Mississippi,34.2354138,-88.7108964
197708,,11,WY,Campbell,Wyoming,44.3956107,-105.4489183
197708,,68,TX,Tom Green,Texas,31.3839017,-100.439656
197700,130500,132,GA,Taylor,Georgia,32.5407455,-84.2278796
197639,,49,AR,Perry,Arkansas,35.0475869,-92.7940557
197455,,16,ND,Mercer,North Dakota,47.4905538,-100.7109688
197454,,1,IA,Polk,Iowa,41.6278423,-93.5003454
197452,122500,86,NC,Alexander,North Carolina,35.6987805,-82.6365922
197408,,30,LA,Natchitoches,Louisiana,31.7607195,-93.0862749
197405,153500,109,GA,Grady,Georgia,30.9050079,-84.2278796
197404,145000,65,OH,Holmes,Ohio,40.5540928,-81.909826
197354,169950,27,PA,Adams,Pennsylvania,39.8522417,-77.2864879
197274,,72,NE,Chase,Nebraska,40.8117957,-96.6270639
197163,,7,MO,Clay,Missouri,39.3176186,-94.479976
197074,,21,WY,Platte,Wyoming,42.0505555,-104.8454619
196922,,12,NM,San Juan,New Mexico,36.0528006,-106.0705788
196777,,21,SC,Kershaw,South Carolina,34.5518201,-80.5836836
196775,120000,24,AL,Cherokee,Alabama,34.7570342,-87.9728143
196693,125000,49,TN,Rhea,Tennessee,35.5927914,-84.981754
196651,,9,ND,Ramsey,North Dakota,48.3076017,-98.7287191
196613,,80,NC,Mitchell,North Carolina,36.0277763,-82.1496049
196115,183250,61,TN,Meigs,Tennessee,35.519359,-84.7942091
196104,,8,IN,Hancock,Indiana,39.8249915,-85.8486236
196093,,34,MS,Tishomingo,Mississippi,34.6367608,-88.2317103
196081,150000,12,WI,Brown,Wisconsin,44.4561674,-87.9334803
196076,125000,75,GA,Jasper,Georgia,34.4695524,-84.4289888
196021,114450,65,VA,Grayson,Virginia,36.6721195,-81.2078164
196014,,41,NE,Gosper,Nebraska,40.4604851,-99.8124935
195927,132900,9,GA,Newton,Georgia,31.3129575,-84.3357424
195926,,16,LA,Terrebonne,Louisiana,29.2299682,-90.7532809
195883,85000,37,FL,Okeechobee,Florida,27.2439349,-80.8297828
195816,88000,83,TN,Jackson,Tennessee,35.6145169,-88.8139469
195775,,8,MT,Cascade,Montana,47.2709011,-111.7008948
195769,107000,27,GA,Floyd,Georgia,34.2828967,-85.2308414
195730,,16,TN,Anderson,Tennessee,36.0809574,-84.2278796
195574,135000,31,MI,Barry,Michigan,42.5354321,-85.354965
195437,,56,IA,Sioux,Iowa,42.4999942,-96.4003069
195360,,54,FL,Wakulla,Florida,30.1301689,-84.3542049
195303,,10,AK,Fairbanks North Star,Alaska,64.9526102,-146.4744155
195269,,109,TX,Uvalde,Texas,29.2096836,-99.7861679
195157,115000,14,WI,Saint Croix,Wisconsin,45.0497844,-92.3875695
195047,60000,28,NC,Craven,North Carolina,35.0877672,-77.0564464
195026,,18,MS,Adams,Mississippi,31.5305353,-91.2891036
195020,,15,PA,Dauphin,Pennsylvania,40.3673093,-76.9310859
194912,151800,16,PA,Washington,Pennsylvania,40.17396,-80.2461714
194835,,26,IA,Plymouth,Iowa,43.2446852,-93.1215924
194703,,10,LA,Livingston,Louisiana,30.5021345,-90.7478737
194523,,14,IN,Morgan,Indiana,39.5116809,-86.3376761
194420,142350,12,FL,Pasco,Florida,28.3232418,-82.4319405
194274,,57,CO,Kit Carson,Colorado,38.7611129,-102.7893667
194178,155000,30,NY,Ontario,New York,43.2209426,-77.2833793
193842,112500,38,NY,Otsego,New York,42.5779779,-75.0611147
193784,,20,PA,Wayne,Pennsylvania,40.0415996,-75.3698895
193744,,42,SD,Deuel,South Dakota,44.7311414,-96.663812
193711,,40,MO,Polk,Missouri,37.7292042,-93.2993611
193606,109000,68,TN,Unicoi,Tennessee,36.1953862,-82.3495818
193446,165000,28,MI,Clinton,Michigan,42.0719866,-83.9716095
193262,,205,TX,Menard,Texas,30.9176736,-99.7864587
193151,158250,25,PA,Franklin,Pennsylvania,41.3978358,-79.8314437
193067,72000,35,SC,Calhoun,South Carolina,33.6738638,-80.7657804
192961,,36,MO,Morgan,Missouri,38.3661344,-92.8577105
192932,,39,MN,Polk,Minnesota,47.6635085,-96.4170534
192715,,15,SD,Clay,South Dakota,42.8829344,-97.0068393
192657,142000,36,NE,Stanton,Nebraska,41.950284,-97.2239336
192636,,5,KS,Leavenworth,Kansas,39.3111112,-94.9224637
192614,132000,43,NC,Cherokee,North Carolina,35.4770574,-83.3205859
192539,85250,50,TN,Polk,Tennessee,35.1371578,-84.564147
192512,,43,ID,Lincoln,Idaho,43.5129694,-111.9644136
192475,113200,80,GA,Franklin,Georgia,33.2776182,-85.0979973
192469,147450,19,AL,Autauga,Alabama,32.5791817,-86.4996546
192403,149500,,GA,Clarke,Georgia,33.9519347,-83.357567
192343,147000,6,SC,Richland,South Carolina,34.0412165,-80.9428911
192150,,19,WV,Doddridge,West Virginia,39.2367791,-80.6770787
192050,158200,5,WI,Racine,Wisconsin,42.7261309,-87.7828523
191982,135000,67,GA,Gordon,Georgia,32.8820866,-83.3323848
191881,600000,39,WA,Wahkiakum,Washington,46.3259463,-123.4945593
191845,,110,VA,Charlotte,Virginia,38.0293059,-78.4766781
191755,98900,88,GA,Baker,Georgia,31.2816037,-84.4802606
191730,82960,22,WI,Jefferson,Wisconsin,43.0055594,-88.8073273
191711,165000,21,NY,Rensselaer,New York,42.6425794,-73.742898
191624,,60,NC,Stanly,North Carolina,35.3014554,-80.2321313
191612,6325000,30,IA,Delaware,Iowa,42.4752682,-91.3454214
191608,138950,26,GA,Carroll,Georgia,33.5642239,-85.0649071
191545,,15,WV,Morgan,West Virginia,39.5073361,-78.2476146
191312,125000,29,SC,Clarendon,South Carolina,33.6734243,-80.1875065
191264,,29,LA,Iberville,Louisiana,30.2899179,-91.4048249
191152,142000,19,OK,Bryan,Oklahoma,33.902127,-96.3226072
191124,,9,IN,Tippecanoe,Indiana,41.2089559,-86.1149358
191108,,35,IN,Warrick,Indiana,38.0736703,-87.2618328
190983,,21,AL,Cullman,Alabama,34.1748208,-86.8436124
190969,,32,MT,Custer,Montana,46.1291529,-107.5550754
190862,91500,108,GA,Clinch,Georgia,30.9716985,-82.820974
190513,,66,MN,Lake of the Woods,Minnesota,48.6943855,-94.9265474
190505,121250,47,WI,Vernon,Wisconsin,42.9036248,-88.2523142
190422,145000,20,AL,Lauderdale,Alabama,34.8840876,-87.658113
190259,142000,40,GA,Catoosa,Georgia,34.8981727,-85.1479364
190251,79500,54,MI,Oceana,Michigan,43.643476,-86.2895052
190186,,11,NE,Platte,Nebraska,41.59406,-97.5247243
190066,,33,ND,Benson,North Dakota,48.088634,-99.4648442
190050,,18,TX,Hidalgo,Texas,26.1003547,-98.2630684
190014,178000,68,GA,Hancock,Georgia,33.2882621,-83.0361376
189786,153500,19,OH,Greene,Ohio,39.697399,-83.8897057
189715,,27,WI,Chippewa,Wisconsin,44.9369054,-91.3929348
189606,155000,27,WA,Grant,Washington,47.1981147,-119.3732456
189577,277500,35,CO,Rio Blanco,Colorado,39.9814297,-108.2377519
189493,,98,VA,Giles,Virginia,37.3132885,-80.6770787
189334,,25,ID,Payette,Idaho,44.0782195,-116.9337711
189325,,19,KY,Clark,Kentucky,37.959945,-84.1435136
189266,,52,IA,Lyon,Iowa,43.3954333,-96.1526985
189126,,10,ND,Richland,North Dakota,46.1546779,-96.8958656
189030,103000,28,TN,Carter,Tennessee,36.2638604,-82.12784
188971,,36,MN,Benton,Minnesota,45.7211058,-93.9732855
188945,95000,31,OR,Grant,Oregon,44.4384077,-118.8917326
188918,139500,9,OH,Portage,Ohio,41.3267189,-83.6507668
188870,,38,NC,Caldwell,North Carolina,35.9227448,-81.5596427
188832,,60,TX,Ector,Texas,33.5773281,-96.2733145
188592,,78,MO,Andrew,Missouri,39.9637436,-94.8105955
188551,,2,AK,Matanuska-Susitna,Alaska,62.2599347,-150.1729153
188333,154000,7,FL,Polk,Florida,27.8617347,-81.6911559
188277,145000,14,PA,Berks,Pennsylvania,40.3451566,-75.9927652
188052,76625,21,KY,Wayne,Kentucky,36.7571907,-84.8567932
187945,121375,13,VT,Caledonia,Vermont,44.55051,-72.0481907
187690,,32,IA,Winneshiek,Iowa,43.2362611,-91.9099238
187665,125000,33,OH,Erie,Ohio,41.4349882,-82.4752757
187511,,47,LA,Saint James,Louisiana,29.9828316,-90.8308712
187448,,99,TX,Wharton,Texas,29.3116366,-96.1027371
187430,93700,22,TN,Greene,Tennessee,36.1347943,-82.820974
187399,,30,MN,Mille Lacs,Minnesota,46.2529828,-93.6605345
186833,,19,WI,Sheboygan,Wisconsin,43.7508284,-87.71453
186828,,28,MN,Carlton,Minnesota,46.6640011,-92.4248827
186804,149300,4,MI,Macomb,Michigan,42.6651965,-82.9286428
186753,,65,MS,Webster,Mississippi,33.5707456,-89.2847251
186710,,33,IN,Marshall,Indiana,39.8480969,-87.1877901
186629,120750,89,NC,Tyrrell,North Carolina,35.8925537,-76.1783739
186600,,36,IN,Dearborn,Indiana,39.1713075,-84.981754
186413,,124,TX,Hockley,Texas,30.026861,-95.8458562
186204,130450,62,VA,Wythe,Virginia,36.9484414,-81.0848477
186098,,63,MI,Mackinac,Michigan,45.8683129,-84.6275658
186086,,152,TX,Titus,Texas,33.2493126,-94.976654
186076,87000,90,TN,Clay,Tennessee,36.5701766,-85.56121
186004,139900,12,SC,Anderson,South Carolina,34.5034394,-82.6501332
185947,64900,67,WI,Iron,Wisconsin,46.2855114,-90.2347734
185527,,8,NM,San Miguel,New Mexico,35.5117793,-104.8454619
185525,,157,TX,Lynn,Texas,33.1446401,-101.7979613
185487,,35,AL,Barbour,Alabama,31.8172896,-85.354965
185166,114500,34,TN,Hamblen,Tennessee,36.2054334,-83.2934086
185099,127000,15,TN,Sullivan,Tennessee,36.4933147,-82.345189
185077,103000,57,OK,Love,Oklahoma,33.985839,-97.2221421
184931,,11,ND,McKenzie,North Dakota,46.8236143,-100.4152368
184908,117000,57,VA,Carroll,Virginia,36.6778699,-80.7214417
184862,,17,NM,Eddy,New Mexico,32.4170622,-104.4723301
184805,,41,ID,Oneida,Idaho,42.2059769,-112.5245093
184754,137000,51,WI,Burnett,Wisconsin,43.504715,-88.707049
184712,,57,LA,La Salle,Louisiana,31.7002461,-92.2236667
184685,,116,TX,Freestone,Texas,31.7534889,-96.1526985
184611,,3,NM,Dona Ana,New Mexico,32.485767,-106.7234639
184485,148000,11,OH,Licking,Ohio,40.1460895,-82.4752757
184465,,7,ND,Stutsman,North Dakota,46.939184,-98.9909139
184033,,102,TX,Leon,Texas,31.2152685,-95.9832577
184014,49184,28,AR,Miller,Arkansas,33.3335556,-93.8655303
183991,165500,5,AL,Jefferson,Alabama,32.3859585,-87.9017188
183921,,46,MI,Manistee,Michigan,44.2444473,-86.324253
183893,,5,ME,Oxford,Maine,44.1317459,-70.4931557
183841,,29,PA,Somerset,Pennsylvania,40.008411,-79.0780831
183647,180500,16,NJ,Gloucester,New Jersey,39.885679,-75.106286
183625,79500,59,VA,Patrick,Virginia,36.6886252,-80.3213106
183573,,34,IA,Washington,Iowa,41.3014077,-91.6916417
183324,134700,4,SC,Spartanburg,South Carolina,34.9495672,-81.9320482
183320,113500,30,TN,Lincoln,Tennessee,35.1239397,-86.6207943
183041,151000,4,MN,Saint Louis,Minnesota,47.7395106,-92.3623921
183032,78500,60,OH,Perry,Ohio,41.7603259,-81.1409322
182990,,63,TX,Hopkins,Texas,33.2282942,-95.4777811
182708,,31,IA,Bremer,Iowa,42.761082,-92.3813621
182699,,16,UT,Uintah,Utah,41.1441104,-111.9232738
182678,130000,30,WI,Douglas,Wisconsin,43.6942693,-89.5686271
182676,171500,71,KY,Washington,Kentucky,38.6161549,-83.8084972
182658,158000,2,TN,Shelby,Tennessee,35.1268552,-89.9253233
182620,,41,WV,Grant,West Virginia,39.1042079,-79.1548533
182536,,7,KY,Madison,Kentucky,37.7143001,-84.3121264
182500,,7,LA,Caddo,Louisiana,32.6136798,-93.8655303
182462,,118,TX,Comanche,Texas,31.8973693,-98.6036581
182426,,9,NY,Erie,New York,42.9023958,-78.8661589
182350,,30,MT,Valley,Montana,48.2855732,-106.8304776
182307,,45,OH,Washington,Ohio,39.4626397,-81.4718387
182266,,107,TX,Val Verde,Texas,29.8687682,-101.1617356
182255,142500,38,WI,Green,Wisconsin,43.1770799,-90.067925
182247,,27,KS,Ellis,Kansas,38.9380662,-99.5606669
182183,,19,SD,Hughes,South Dakota,44.3535022,-99.8124935
182004,117500,94,GA,Toombs,Georgia,32.0795072,-82.345189
181993,,26,TX,Bell,Texas,31.134411,-97.5247243
181971,103500,88,TN,Decatur,Tennessee,35.5147939,-84.7902223
181966,,89,KY,Todd,Kentucky,36.8338638,-87.1422895
181879,103000,82,GA,Colquitt,Georgia,31.1712935,-84.7332527
181807,,28,LA,Washington,Louisiana,30.6163073,-92.057063
181601,,61,FL,Madison,Florida,30.4693772,-83.4129254
181591,,11,MN,Nicollet,Minnesota,44.2760774,-94.1874633
181530,98000,23,TN,White,Tennessee,35.9189882,-85.520024
181333,,26,ND,Dunn,North Dakota,47.2121625,-102.72602
181326,,35,MT,Dawson,Montana,47.2649012,-104.8939302
181309,159900,24,GA,Rockdale,Georgia,33.6752492,-84.0378894
181190,220000,14,WV,Ohio,West Virginia,40.1111311,-80.610489
181182,,3,MO,Greene,Missouri,37.3311215,-93.5003454
181059,,96,NC,Northampton,North Carolina,36.4159635,-77.4242972
180979,57275,17,NC,Pitt,North Carolina,35.5589221,-77.4242972
180975,,17,IA,Cerro Gordo,Iowa,43.1543186,-93.2029675
180903,119000,39,SC,Chesterfield,South Carolina,34.7359889,-80.0881194
180899,120000,73,GA,Madison,Georgia,33.5956813,-83.467944
180809,81750,52,KY,Simpson,Kentucky,36.7772014,-86.6207943
180744,,19,WY,Weston,Wyoming,44.636927,-105.3361045
180675,66000,43,TN,Bledsoe,Tennessee,35.6028856,-85.2308414
180575,,9,SD,Brown,South Dakota,45.7581522,-98.2542652
180380,,48,OK,Custer,Oklahoma,35.6710818,-98.9245343
180272,158000,20,WI,Sauk,Wisconsin,43.2708225,-89.722067
180235,248000,14,CO,Teller,Colorado,38.8611579,-105.1726816
180231,80000,82,TN,Overton,Tennessee,36.3880346,-85.3136218
180184,132000,12,MI,Saint Clair,Michigan,42.8208653,-82.486024
179850,,,GA,FULTON,Georgia,33.8033965,-84.3962535
179791,129000,22,OK,Carter,Oklahoma,35.2189409,-99.5056465
179786,,2,KS,Sedgwick,Kansas,37.9166784,-97.422541
179772,164948,2,AR,Pulaski,Arkansas,34.7538615,-92.2236667
179763,,52,MO,Gasconade,Missouri,38.669489,-91.5601667
179741,162810,16,WA,Cowlitz,Washington,46.1746472,-122.7746902
179728,89500,35,TN,Warren,Tennessee,35.7115652,-85.80766
179701,,47,TX,Harrison,Texas,32.5539228,-94.315422
179618,,57,FL,Suwannee,Florida,29.3288499,-83.1442944
179488,,20,WY,Goshen,Wyoming,42.0334428,-104.3791912
179431,,10,MS,Pearl River,Mississippi,32.783467,-89.2278423
179412,,80,MO,DeKalb,Missouri,39.8554602,-94.43879
179344,,1,MS,Harrison,Mississippi,30.432087,-89.0179332
179337,126000,52,WI,Iowa,Wisconsin,42.9416737,-90.0746767
179199,129900,17,SC,Florence,South Carolina,34.1954331,-79.7625625
179150,,72,MS,Benton,Mississippi,32.8265223,-90.259533
179050,,63,AL,Coosa,Alabama,32.8897772,-86.2196937
179043,101900,112,GA,Pierce,Georgia,31.343806,-82.1713632
178815,,8,KS,Butler,Kansas,37.8649441,-96.8350999
178742,,12,KY,Daviess,Kentucky,37.7307984,-87.1023746
178693,,24,PA,Pike,Pennsylvania,41.3361875,-75.0611147
178531,143500,77,GA,Lee,Georgia,31.8128435,-84.1435136
178422,118000,92,TN,Pickett,Tennessee,36.5541091,-85.1479364
178408,,16,MO,Cape Girardeau,Missouri,37.3058839,-89.5181476
178389,142500,36,OH,Pickaway,Ohio,39.687828,-82.9931607
178313,,13,NM,Grant,New Mexico,35.14726,-107.8514466
178270,119900,37,NY,Madison,New York,42.8989582,-75.5121217
178100,,64,NE,Nance,Nebraska,41.3995947,-98.0465185
178097,,62,TX,Angelina,Texas,31.2704698,-94.645035
177871,138000,43,GA,Baldwin,Georgia,34.4917665,-83.5373946
177862,,195,TX,Newton,Texas,30.8485337,-93.7574008
177437,116000,56,GA,Butts,Georgia,33.2691443,-83.9532571
177397,,58,TX,Van Zandt,Texas,32.4936974,-95.8142885
177214,,23,WY,Hot Springs,Wyoming,43.658734,-108.326784
177169,,14,IA,Marion,Iowa,42.033279,-91.5968958
177128,,46,MN,Koochiching,Minnesota,48.1816012,-93.648322
177105,,34,TX,Jefferson,Texas,32.7573626,-94.3451926
177059,,30,AL,Blount,Alabama,34.0145152,-86.4996546
177006,,27,OK,Grady,Oklahoma,34.0203753,-97.6655824
176962,99000,46,TN,Fentress,Tennessee,36.37106,-84.8984775
176890,,28,IA,Jackson,Iowa,42.1560699,-90.5257823
176757,,4,WI,Outagamie,Wisconsin,44.4636545,-88.4016041
176748,,123,TX,Eastland,Texas,32.4015198,-98.8175623
176711,,22,SC,Fairfield,South Carolina,34.4478348,-81.0754657
176695,,126,TX,Camp,Texas,32.9567043,-94.9974461
176622,,228,TX,Crane,Texas,31.3973624,-102.3501419
176574,,111,TX,Panola,Texas,32.1920035,-94.315422
176348,108500,20,TN,Hawkins,Tennessee,36.4445545,-82.9501558
176225,,26,NM,Mora,New Mexico,35.9742227,-105.3300057
176123,,63,AR,Chicot,Arkansas,33.3419551,-91.2891036
175981,167000,31,OK,Mayes,Oklahoma,36.2322429,-95.3102505
175907,,30,WA,Pend Oreille,Washington,48.4359065,-117.3173375
175890,,35,KY,Rowan,Kentucky,38.177068,-83.4643551
175874,,17,WY,Carbon,Wyoming,41.6032207,-106.912251
175811,,1,SD,Minnehaha,South Dakota,43.6631787,-96.8350999
175745,,20,MN,Itasca,Minnesota,47.5507924,-93.5683651
175711,198000,47,FL,Liberty,Florida,30.1507777,-84.8567932
175703,,15,IL,DeKalb,Illinois,41.9294736,-88.7503647
175703,,47,MN,McLeod,Minnesota,44.8440016,-94.315422
175634,,72,TX,Liberty,Texas,30.057993,-94.7954783
175565,59786,25,AR,Stone,Arkansas,35.8075142,-92.2236667
175424,,13,IL,McLean,Illinois,40.3144833,-89.169809
175422,,25,KS,Doniphan,Kansas,39.8245628,-95.1849219
175410,85000,31,TN,Cocke,Tennessee,35.9359517,-83.1220074
175400,,113,KY,Lee,Kentucky,37.599443,-83.7199136
175386,,25,NY,Delaware,New York,41.7682361,-75.0026972
175343,130000,59,FL,Hernando,Florida,28.8999815,-82.3745401
175298,,44,KY,Morgan,Kentucky,37.9145713,-83.2934086
175176,121320,35,IA,Mills,Iowa,41.0624496,-95.6457951
174983,,34,SD,Brule,South Dakota,43.6572515,-99.1013498
174979,85000,59,TN,Stewart,Tennessee,36.5023236,-87.7763333
174910,,36,PA,Lycoming,Pennsylvania,41.2720004,-77.1024902
174813,,17,ND,Bottineau,North Dakota,48.8272301,-100.4456984
174813,,11,MS,Hinds,Mississippi,32.2648353,-90.3748354
174675,148250,29,NC,Harnett,North Carolina,35.3578648,-78.8835548
174618,,96,IA,Van Buren,Iowa,40.7001158,-91.9099238
174458,,185,TX,Karnes,Texas,28.9089085,-97.87216
174278,,97,TX,Rusk,Texas,31.7960064,-95.1502214
174208,60530,55,AL,Marion,Alabama,32.6323536,-87.3191655
174146,,156,TX,Sabine,Texas,31.2974233,-93.8248241
174131,114500,66,NC,Stokes,North Carolina,36.4244396,-80.2321313
174121,149000,39,GA,Bulloch,Georgia,32.3595678,-81.7787021
174012,101750,16,AR,Boone,Arkansas,36.3118662,-93.0175712
173970,136500,43,OH,Hancock,Ohio,41.0273131,-83.6773928
173964,,15,KY,Franklin,Kentucky,36.722263,-86.5772177
173960,146689,68,MN,Pennington,Minnesota,47.4835642,-94.4799692
173952,,30,MS,Alcorn,Mississippi,34.8984684,-88.5951751
173804,158000,13,OH,Butler,Ohio,40.5883933,-82.4248862
173771,,4,AR,Sebastian,Arkansas,35.2260397,-94.315422
173725,136465,49,WI,Kewaunee,Wisconsin,44.4583321,-87.5031397
173716,,6,ME,Kennebec,Maine,44.4499153,-69.7038278
173712,,52,LA,Saint John the Baptist,Louisiana,30.1118331,-90.4879916
173656,,25,NM,Lea,New Mexico,32.8968816,-103.3587288
173439,140000,5,OK,Wagoner,Oklahoma,35.9595442,-95.3694116
173410,165000,106,VA,Hampton,Virginia,37.0298687,-76.3452218
173389,,24,LA,Beauregard,Louisiana,30.7611484,-93.3388917
173376,,26,MO,Webster,Missouri,37.3483339,-92.8577105
173281,,46,MS,Bolivar,Mississippi,33.8829962,-90.8294002
173248,152450,17,MD,Wicomico,Maryland,38.3941813,-75.667356
173189,,88,TX,Bosque,Texas,31.8507607,-97.6982272
173176,,50,LA,Assumption,Louisiana,29.9232544,-91.09694
173080,,20,SD,Roberts,South Dakota,45.611639,-97.0335771
173078,,102,KY,Bracken,Kentucky,38.7117016,-84.059029
173077,70750,134,GA,Early,Georgia,31.3901106,-84.8984775
172777,149000,5,AZ,Mohave,Arizona,35.2143346,-113.7632828
172570,,13,WY,Uinta,Wyoming,41.2107397,-110.6168921
172455,,15,ND,McLean,North Dakota,47.6185079,-101.131122
172277,143500,16,NC,Gaston,North Carolina,36.5004281,-77.6449804
172252,160000,12,OK,Payne,Oklahoma,34.9061837,-97.5300307
172113,,128,TX,Starr,Texas,26.6215167,-98.7481167
172106,,14,LA,Lafourche,Louisiana,29.6952295,-90.5257823
171903,165000,42,KY,Pike,Kentucky,37.4842087,-82.4752757
171825,,2,IN,Lake,Indiana,41.4897279,-87.3016132
171759,,19,TX,El Paso,Texas,31.7618778,-106.4850217
171746,,99,VA,Dinwiddie,Virginia,37.0769043,-77.6536125
171709,,10,ME,Washington,Maine,44.2735583,-69.3676576
171697,142000,9,WI,Winnebago,Wisconsin,44.0126679,-88.7108964
171660,,32,TX,Hunt,Texas,30.0710434,-99.3379764
171654,,17,MT,Meagher,Montana,46.620195,-110.8848271
171575,139950,6,AR,Faulkner,Arkansas,35.1035858,-92.3813621
171523,,37,IL,Woodford,Illinois,40.7128889,-89.1705998
171498,145000,23,NC,Alamance,North Carolina,36.0117388,-79.4253776
171482,145000,32,KY,Meade,Kentucky,37.9601502,-86.2158497
171354,,89,IA,Palo Alto,Iowa,43.1580878,-94.645035
171252,,10,AR,Baxter,Arkansas,36.3261815,-92.3813621
171019,120000,60,NY,Schuyler,New York,43.0963687,-75.0844757
170926,,45,MN,Todd,Minnesota,46.0307728,-94.8315488
170625,120000,14,NC,Randolph,North Carolina,35.7449531,-79.8296743
170594,95000,23,MD,Somerset,Maryland,38.9659438,-77.0960893
170576,,49,MN,Morrison,Minnesota,45.9846475,-94.052545
170522,,76,MS,Choctaw,Mississippi,32.8294273,-89.1311937
170249,106250,81,NC,Yadkin,North Carolina,36.2023597,-80.6770787
170215,25000,94,IA,Ringgold,Iowa,40.7973811,-94.315422
170186,,8,NE,Dodge,Nebraska,41.7211147,-96.8828111
170028,121250,53,GA,Troup,Georgia,33.0698575,-85.023346
169830,,72,GA,Burke,Georgia,33.088805,-81.9534815
169773,112500,34,WI,Waupaca,Wisconsin,44.3580348,-89.0859464
169480,130000,33,OR,Morrow,Oregon,45.4514124,-119.6243921
169285,,24,MO,Laclede,Missouri,39.7855793,-93.1665932
169227,152500,12,TN,Montgomery,Tennessee,36.4960406,-87.460397
169131,147000,14,MN,Winona,Minnesota,44.0553908,-91.6663523
169130,49600,74,TN,Perry,Tennessee,35.6786596,-87.8942451
169009,,16,WV,Hampshire,West Virginia,39.3349019,-78.5660852
168925,,47,PA,Bradford,Pennsylvania,41.9564953,-78.649163
168914,,15,AR,Marion,Arkansas,35.2145336,-90.1964835
168733,,40,IA,Poweshiek,Iowa,41.6530119,-92.539603
168716,,19,MO,Cole,Missouri,38.5052486,-92.2630393
168550,95000,50,MN,Meeker,Minnesota,45.1353179,-94.5150543
168525,89500,143,GA,Warren,Georgia,33.4470392,-82.6915429
168447,80000,60,FL,Gilchrist,Florida,29.6871128,-82.820974
168400,,62,KS,Nemaha,Kansas,39.7451077,-95.9832577
168361,150000,2,WI,Milwaukee,Wisconsin,43.0389025,-87.9064736
168092,,4,MO,Jackson,Missouri,37.3822732,-89.6662063
167994,,26,ID,Benewah,Idaho,47.2437836,-116.6499425
167945,135250,15,NY,Onondaga,New York,42.9780758,-76.247912
167840,,34,ID,Bannock,Idaho,42.5836362,-112.1430215
167781,118000,13,AR,Crawford,Arkansas,35.5762761,-94.315422
