avgListPrice,county,state,statecode,medianPrice,popularity,latitude,longitude
101736,Callahan,Texas,TX,,149,32.2728116,-99.456155
101695,Edgar,Illinois,IL,,71,39.7131223,-87.7763333
101671,Morrill,Nebraska,NE,,40,41.9632981,-103.9263362
101615,Big Stone,Minnesota,MN,,77,45.4932045,-96.4724
101598,Magoffin,Kentucky,KY,,115,37.730555,-83.0361376
101566,Dunklin,Missouri,MO,,77,36.2364268,-90.055447
101502,Jackson,Arkansas,AR,,59,35.6479574,-91.135302
101194,Wabaunsee,Kansas,KS,,19,39.1461086,-96.346109
101193,Dickenson,Virginia,VA,95000,111,37.0929465,-82.345189
101137,Ritchie,West Virginia,WV,,39,39.1822303,-81.0312989
101100,Cochran,Texas,TX,,247,33.5643803,-102.8975098
100978,Cameron,Pennsylvania,PA,,67,41.4261564,-78.1564432
100941,Huntington,Indiana,IN,,24,40.8831011,-85.497476
100899,Huron,Michigan,MI,,58,43.9466791,-82.820974
100750,Sherman,Texas,TX,,246,33.6356618,-96.6088805
100563,Lake,Michigan,MI,,61,43.4501005,-87.2220187
100535,Kimball,Nebraska,NE,,39,41.2356587,-103.6629832
100520,Adams,Indiana,IN,,68,40.7249237,-84.8984775
100450,Eddy,North Dakota,ND,,39,47.6963964,-98.8871816
100386,Chautauqua,Kansas,KS,,66,37.0203354,-96.1766559
100145,Lawrence,Pennsylvania,PA,92250,43,40.957855,-80.365865
100077,Turner,South Dakota,SD,,21,43.3355563,-97.179026
100054,Trumbull,Ohio,OH,88000,23,41.3064984,-80.7214417
100050,Lewis,Missouri,MO,,103,40.0500853,-91.7538817
100024,Sandusky,Ohio,OH,,54,41.4489396,-82.7079605
100015,Montgomery,Iowa,IA,,47,43.4412741,-95.2025451
100000,Dewey,Oklahoma,OK,,75,36.7959193,-95.9355387
99973,Clay,Texas,TX,,153,33.7900416,-98.2212979
99900,WASHINGTON,Pennsylvania,PA,,,40.17396,-80.2461714
99885,Tyler,West Virginia,WV,,50,39.4977025,-80.8543847
99668,Schuylkill,Pennsylvania,PA,86000,26,40.6873058,-76.1783739
99662,Union,New Mexico,NM,,28,36.3724334,-103.3587288
99633,Stephenson,Illinois,IL,,23,42.314489,-89.6251646
99556,Dougherty,Georgia,GA,106500,44,31.5439375,-84.2278796
99521,Martin,North Carolina,NC,,90,35.8733053,-77.1485163
99500,Arthur,Nebraska,NE,,84,41.5716538,-101.691565
99350,Wibaux,Montana,MT,,53,46.9904554,-104.1864623
99150,Emmons,North Dakota,ND,,19,46.2061318,-100.2953039
99106,Rush,Indiana,IN,,43,39.6481768,-85.520024
99100,Eureka,Nevada,NV,,16,39.5124858,-115.9607803
99005,Wright,Iowa,IA,77000,66,42.7273744,-93.6623239
98940,Lamb,Texas,TX,,209,34.1486153,-102.3463875
98876,Newton,Indiana,IN,,86,40.9703076,-87.4207518
98837,Wilcox,Alabama,AL,,64,32.0105439,-87.3413599
98769,Logan,West Virginia,WV,,33,37.8487147,-81.9934581
98642,Butler,Iowa,IA,36000,71,42.7502186,-92.8577105
98517,Yalobusha,Mississippi,MS,,39,33.9768292,-89.6759101
98492,Yellow Medicine,Minnesota,MN,,75,44.7380445,-95.8564864
98469,Greene,Indiana,IN,,54,39.0321796,-86.9824288
98233,Torrance,New Mexico,NM,,15,34.6784317,-105.9699878
98205,Union,Kentucky,KY,102250,97,38.9458951,-84.680501
98125,Elk,Pennsylvania,PA,73750,63,41.4284924,-78.5660852
98104,Atchison,Kansas,KS,,24,39.5630521,-95.1216356
98063,Oswego,New York,NY,105000,32,43.4553461,-76.5104973
98000,Stanton,Kansas,KS,,96,37.6390381,-101.7979613
97930,Martinsville,Virginia,VA,71000,78,36.6915262,-79.8725386
97900,Marshall,Kansas,KS,,58,39.717719,-96.4929797
97778,Marlboro,South Carolina,SC,,41,34.5582435,-79.6951103
97444,Pettis,Missouri,MO,,23,38.6893153,-93.3388917
97420,Clinton,Iowa,IA,,25,41.8444735,-90.1887379
97407,Saint Clair,Missouri,MO,,46,38.3475584,-90.9834027
97253,Fayette,Iowa,IA,,59,42.8419255,-91.8021071
97158,Stephens,Oklahoma,OK,85000,34,34.5203466,-97.87216
97148,Wayne,West Virginia,WV,71250,5,38.2214748,-82.4423747
97033,Morton,Kansas,KS,,76,37.1333387,-101.7979613
96790,Iron,Missouri,MO,,85,37.5515182,-90.6773046
96701,Sumner,Kansas,KS,,18,37.2236052,-97.6114217
96613,Wayne,Indiana,IN,,53,41.039115,-85.1686743
96412,Woodruff,Arkansas,AR,,71,35.1215846,-91.135302
96404,Holmes,Mississippi,MS,,60,33.168866,-90.0746767
96396,Oscoda,Michigan,MI,,65,44.4202888,-83.3307974
96233,Traverse,Minnesota,MN,,84,45.8030256,-96.365147
96048,Seminole,Oklahoma,OK,89000,38,35.2245201,-96.670573
95950,Wayne,Missouri,MO,,75,37.0388739,-90.5257823
95840,Ida,Iowa,IA,,97,42.3418685,-95.4777811
95836,De Witt,Illinois,IL,84000,62,40.1811468,-88.7861844
95752,Marion,South Carolina,SC,,33,34.178216,-79.4006069
95633,Jackson,Kentucky,KY,,92,37.5531457,-83.3835135
95459,Knott,Kentucky,KY,,114,37.3461117,-82.9931607
95456,Sharp,Arkansas,AR,105000,17,36.1675974,-91.443469
95158,Pike,Indiana,IN,,87,40.124119,-86.48233
95062,Sargent,North Dakota,ND,,30,46.1089195,-97.6152418
95027,Nye,Nevada,NV,139900,4,38.5807111,-116.0413889
94906,Clare,Michigan,MI,,47,43.8194703,-84.7686281
94895,Turner,Georgia,GA,84500,118,31.6976531,-83.634843
94850,Jones,Texas,TX,,194,32.7833435,-99.8124935
94761,Franklin,Iowa,IA,,82,40.6680932,-91.5112673
94660,Warren,Illinois,IL,171500,72,42.4963957,-89.9895681
94625,Culberson,Texas,TX,,199,31.347767,-104.4723301
94581,Vermillion,Indiana,IN,,39,39.8512139,-87.4802068
94532,Burt,Nebraska,NE,73000,53,41.8252059,-96.3226072
94527,Anderson,Kansas,KS,,47,38.2809328,-95.3102505
94527,Jefferson,Mississippi,MS,,81,31.7157817,-90.9820668
94222,Clay,Indiana,IN,,56,39.368622,-87.1422895
94100,Randolph,Missouri,MO,,55,39.1577814,-94.4955088
94000,Kent,Texas,TX,,252,31.0693026,-104.2171393
93922,Harrison,Missouri,MO,,99,40.3219529,-93.9878427
93885,Hickman,Kentucky,KY,,118,36.5711721,-89.1861791
93828,Taylor,Iowa,IA,,68,40.7846069,-94.645035
93823,Osage,Missouri,MO,,101,38.0849283,-92.7083287
93800,Jefferson,Nebraska,NE,,35,40.1680732,-97.179026
93790,Caddo,Oklahoma,OK,,45,34.1267595,-96.2633229
93708,Alger,Michigan,MI,,82,44.1256257,-84.1208666
93621,Conecuh,Alabama,AL,,46,31.501571,-86.9824288
93580,Martin,Kentucky,KY,,117,37.5728764,-82.752659
93537,Jefferson,Ohio,OH,,44,41.7386662,-80.7698066
93512,Crawford,Ohio,OH,,71,40.8268068,-82.9931607
93487,Fillmore,Nebraska,NE,,63,40.4710119,-97.5247243
93400,Clark,South Dakota,SD,,52,44.877743,-97.7331411
93276,Rockcastle,Kentucky,KY,126000,78,37.3743065,-84.3121264
93200,Elliott,Kentucky,KY,,116,38.1575088,-83.1220074
92928,Montgomery,Illinois,IL,66000,56,41.730585,-88.3459048
92891,Venango,Pennsylvania,PA,91000,42,41.7725563,-80.1131125
92736,Crawford,Kansas,KS,,20,37.455799,-94.8105955
92550,Johnson,Georgia,GA,50000,150,32.7308194,-82.6915429
92521,Bradley,Arkansas,AR,,69,33.0981881,-93.6548983
92520,Linn,Missouri,MO,,92,38.4858749,-91.8504515
92507,Williamsburg,South Carolina,SC,,42,33.6293606,-79.6502105
92282,Allegany,New York,NY,30000,56,42.0900647,-78.4941887
92144,Lucas,Iowa,IA,,63,41.0274991,-93.4599348
92080,Mason,Illinois,IL,52750,82,38.9531001,-88.6236615
91975,Zavala,Texas,TX,,231,28.8801264,-99.7232673
91946,Delaware,Indiana,IN,,21,39.1478313,-85.2071816
91913,Audrain,Missouri,MO,,39,39.221953,-91.9099238
91876,Brantley,Georgia,GA,69000,128,31.1510963,-81.9971108
91696,Gratiot,Michigan,MI,,71,43.2836505,-84.6897495
91663,Cowley,Kansas,KS,,26,37.2660235,-96.9209135
91509,McCreary,Kentucky,KY,,101,36.6973499,-84.4802606
91450,Scott,Illinois,IL,,97,39.6094934,-90.4879916
91443,Cherokee,Iowa,IA,71500,77,42.7496413,-95.5515431
91437,Valdez-Cordova,Alaska,AK,,5,61.4787707,-144.1147196
91387,Coles,Illinois,IL,67000,41,39.5560011,-88.2461183
91200,Edgecombe,North Carolina,NC,,74,35.8840053,-77.6536125
91154,Pawnee,Kansas,KS,,57,38.2017581,-99.2785583
91102,Henry,Missouri,MO,,35,38.3386592,-93.8248241
90836,Pocahontas,Iowa,IA,,98,42.7355299,-94.6691467
90666,Desha,Arkansas,AR,,70,35.7361886,-91.6798619
90593,Calhoun,Georgia,GA,70000,154,34.502587,-84.9510542
90588,Seneca,Ohio,OH,,51,41.1585179,-83.1649001
90564,Terrell,Georgia,GA,85000,125,31.7370079,-84.4802606
90429,Lawrence,Arkansas,AR,71500,58,35.9969735,-91.135302
90376,Monroe,Iowa,IA,,88,41.5208256,-93.1038129
90249,Appanoose,Iowa,IA,,58,40.6806102,-92.8577105
90065,Bay,Michigan,MI,,43,43.7109732,-84.0167423
90044,Renville,Minnesota,MN,,61,44.7891264,-95.2116731
89900,Duval,Texas,TX,,184,27.7525271,-98.5721016
89859,Highland,Ohio,OH,89000,34,39.3445075,-83.5974203
89833,Stewart,Georgia,GA,28500,147,32.1141344,-84.8150781
89448,Buchanan,Virginia,VA,82500,107,37.5273566,-79.6797614
89158,Cass,Iowa,IA,,44,41.2538068,-94.976654
89123,Brown,Illinois,IL,,100,39.9379573,-90.7152749
89022,Logan,Illinois,IL,83500,53,40.061338,-89.3226954
88966,Osceola,Iowa,IA,,99,41.0342618,-93.766759
88772,Carroll,Missouri,MO,,83,39.5166572,-93.5003454
88429,Moultrie,Illinois,IL,,75,39.6020543,-88.5951751
88425,Christian,Illinois,IL,25000,45,39.5672183,-89.3226954
88401,Jennings,Indiana,IN,,71,38.9914998,-85.684578
88350,Schuyler,Illinois,IL,,93,40.1844543,-90.6393702
88230,Poinsett,Arkansas,AR,,52,35.6078586,-90.6393702
88094,Ford,Illinois,IL,36301,70,42.0511944,-87.8338063
88022,Neosho,Kansas,KS,,43,37.6045688,-95.3102505
87911,Grant,Indiana,IN,,42,40.4730605,-85.684578
87857,Harlan,Kentucky,KY,,106,36.8431441,-83.321848
87713,Okfuskee,Oklahoma,OK,112000,43,35.4878871,-96.3226072
87620,Luce,Michigan,MI,,69,46.5827512,-85.513329
87450,Nelson,North Dakota,ND,,21,47.9519514,-98.1259898
87362,Wilkin,Minnesota,MN,,86,46.4087398,-96.5018468
87111,Madison,Louisiana,LA,,41,32.4401578,-91.2891036
87062,Kearney,Nebraska,NE,,27,40.6993303,-99.0816784
87010,Brooke,West Virginia,WV,,45,40.2697757,-80.5660657
87000,Lipscomb,Texas,TX,,250,36.2333711,-100.2709665
86861,Cleveland,Arkansas,AR,79900,60,35.4214685,-92.7096079
86743,Washita,Oklahoma,OK,,63,35.1028386,-98.3408881
86696,Cambria,Pennsylvania,PA,42294,32,40.4894231,-78.7476208
86606,Clinton,Indiana,IN,,25,39.6569817,-87.3980741
86434,Tuscola,Michigan,MI,85000,45,43.5301144,-83.5070203
86261,Ellis,Oklahoma,OK,,61,36.2920072,-99.8124935
86255,Monroe,Alabama,AL,,66,31.5119068,-87.460397
86233,Miner,South Dakota,SD,,31,44.0643951,-97.6982272
86137,Madison,Indiana,IN,,19,38.7358933,-85.3799577
86128,Hardin,Illinois,IL,,101,39.1567149,-90.6178994
85987,Perry,Illinois,IL,,73,39.7938424,-90.7342734
85666,Pawnee,Nebraska,NE,57000,74,40.1025817,-96.195132
85553,Montgomery,Missouri,MO,,96,38.9365599,-91.4821482
85522,Fremont,Iowa,IA,,85,41.2125116,-92.4354648
85514,Chattahoochee,Georgia,GA,,156,33.5479728,-84.7630682
85133,Kittson,Minnesota,MN,,83,48.7563083,-96.865445
85131,Menifee,Kentucky,KY,,77,37.9335368,-83.634843
85118,Mitchell,Texas,TX,,180,32.3360516,-100.8903099
85009,Swisher,Texas,TX,,171,34.5532757,-101.7979613
85007,Worth,Iowa,IA,,92,43.3580686,-93.3388917
85000,Clark,Idaho,ID,,44,44.1975553,-112.3755496
84875,Dade,Missouri,MO,,63,37.4863609,-93.9878427
84630,Dallas,Arkansas,AR,50000,72,34.5359403,-94.2190985
84616,Sullivan,Missouri,MO,,98,38.2081045,-91.1604207
84362,Adams,Ohio,OH,92000,58,38.8907822,-83.5070203
84250,Sedgwick,Colorado,CO,50000,63,40.9363799,-102.5254664
84137,Fulton,Illinois,IL,,36,41.8672508,-90.1595705
84001,Runnels,Texas,TX,,188,31.8714508,-99.9912254
83977,Wilcox,Georgia,GA,68900,141,31.9611759,-83.4643551
83700,Logan,Kansas,KS,,71,39.6616746,-99.5703854
83577,Rice,Kansas,KS,,42,39.5722226,-97.5555928
83548,Paulding,Ohio,OH,23000,83,41.1381051,-84.5805082
83517,Henry,Indiana,IN,,28,39.9704844,-85.354965
83396,Mineral,Nevada,NV,,9,38.4343464,-118.4863963
83396,Phillips,Kansas,KS,,61,39.766638,-99.3673084
83244,Henderson,Illinois,IL,,95,41.0250376,-90.356239
83212,Upton,Texas,TX,,235,31.3384843,-101.9804613
83103,Allen,Kansas,KS,,59,38.6561191,-96.1697173
82908,Fisher,Texas,TX,,239,32.7398733,-100.3497895
82831,Wabash,Indiana,IN,,59,40.797821,-85.8205411
82641,Keokuk,Iowa,IA,,74,40.4044731,-91.3963966
82612,Wheatland,Montana,MT,,44,46.4922893,-109.8418592
82581,Russell,Kansas,KS,,60,38.8952893,-98.8598061
82521,Van Wert,Ohio,OH,,78,40.8694927,-84.5841223
82500,Logan,Nebraska,NE,,86,41.5155698,-100.5296115
82342,Harper,Oklahoma,OK,,76,36.8203755,-99.634135
81817,Murray,Minnesota,MN,,80,44.0243398,-95.8142885
81633,WAYNE,Pennsylvania,PA,,,40.0415996,-75.3698895
81583,Bourbon,Kansas,KS,,38,37.7957092,-94.8105955
81557,Clay,Arkansas,AR,,55,36.3492244,-90.3748354
81366,Greene,Mississippi,MS,,75,31.1646163,-88.7108964
81365,Morgan,Ohio,OH,87000,84,39.6521907,-81.8224362
81325,Coal,Oklahoma,OK,,72,34.568577,-96.2800864
80963,Decatur,Iowa,IA,,80,40.7419443,-93.8338346
80876,Hudspeth,Texas,TX,,137,31.5707433,-105.5943388
80750,Lincoln,Kansas,KS,,85,39.0403293,-98.1476965
80580,Bollinger,Missouri,MO,,100,37.2115595,-90.0746767
80568,Pembina,North Dakota,ND,,24,48.9663765,-97.2436761
80453,Ness,Kansas,KS,,88,38.4769509,-99.9912254
80437,Gentry,Missouri,MO,,102,40.1406981,-94.479976
80417,Greenwood,Kansas,KS,,34,37.9025905,-96.1526985
80212,Bates,Missouri,MO,,53,38.3216754,-94.315422
80175,Webster,West Virginia,WV,,23,38.5070383,-80.365865
80170,Montgomery,Kansas,KS,,17,37.240253,-95.8142885
80093,Ontonagon,Michigan,MI,,81,46.8710525,-89.3140302
79950,Golden Valley,Montana,MT,,48,46.3709324,-109.174385
79604,Ellsworth,Kansas,KS,,67,38.7305648,-98.2281126
79522,Quay,New Mexico,NM,,30,34.9339503,-103.7605204
79450,Gregory,South Dakota,SD,,56,43.2355446,-99.4292927
79357,Brown,Kansas,KS,,50,39.770047,-95.4777811
79268,Hamilton,Illinois,IL,,90,40.3964333,-91.3390389
79225,Hodgeman,Kansas,KS,,97,38.1429747,-99.9912254
79200,Sharkey,Mississippi,MS,,71,32.9860902,-90.8294002
79000,McIntosh,North Dakota,ND,,35,46.054323,-99.376592
78962,Robertson,Kentucky,KY,,119,38.5224338,-84.0378894
78578,Rush,Kansas,KS,,86,38.5358968,-99.2785583
78516,Marion,Kansas,KS,,51,38.3483493,-97.017245
77992,Vermilion,Illinois,IL,62000,26,39.5811463,-87.5889125
77984,Franklin,Illinois,IL,,50,39.6203259,-90.0440001
77953,Cass,Illinois,IL,,83,39.9398601,-90.2620042
77950,Thomas,Nebraska,NE,,88,41.9882143,-100.5296115
77879,Decatur,Kansas,KS,,77,39.7480368,-100.5296115
77829,Linn,Kansas,KS,,33,39.6800019,-97.0841918
77803,Tama,Iowa,IA,,55,41.9627392,-92.576753
77460,LaMoure,North Dakota,ND,,27,46.3571915,-98.2945434
77412,Haskell,Kansas,KS,,99,38.9377658,-95.2333404
77312,Hand,South Dakota,SD,,36,44.494661,-99.0128926
77287,Smith,Mississippi,MS,,47,32.0826588,-89.4742177
77177,Orleans,New York,NY,81090,62,44.1851401,-75.9431869
77064,Sherman,Kansas,KS,,53,39.2982189,-101.7979613
77055,Greene,Illinois,IL,,79,39.4029862,-90.3748354
76596,Fountain,Indiana,IN,,60,40.2227197,-87.3347575
76500,Hidalgo,New Mexico,NM,,27,31.93552,-108.7125791
76254,Kinney,Texas,TX,,177,29.2934865,-100.3497895
76200,Guadalupe,New Mexico,NM,,29,34.8235801,-104.8454619
76053,Norman,Minnesota,MN,,82,47.3416805,-96.5313092
76038,Greene,Iowa,IA,,67,42.8958066,-92.8024158
76000,Texas,Oklahoma,OK,,58,36.8301318,-101.4339148
75374,Miami,Indiana,IN,,75,40.770099,-86.0529604
75140,Knox,Missouri,MO,,113,40.2058437,-92.2236667
74950,Sherman,Oregon,OR,,36,45.4122013,-120.753042
74900,PRINCE EDWARD,Virginia,VA,,,37.1982888,-78.4297187
74868,Faribault,Minnesota,MN,28000,59,44.2949636,-93.268827
74402,Fayette,Indiana,IN,,66,39.9311099,-86.39722
74391,Wilson,Kansas,KS,,54,38.8250106,-98.4753437
73855,Mingo,West Virginia,WV,,49,37.7607801,-82.1713632
73783,Cloud,Kansas,KS,,44,39.4795571,-97.6982272
73519,Macon,Georgia,GA,41250,126,32.8406946,-83.6324022
73011,Latimer,Oklahoma,OK,89000,53,34.835035,-95.3102505
72918,Warren,Indiana,IN,,90,40.6828226,-85.4271952
72831,Labette,Kansas,KS,,35,37.2639041,-95.3102505
72788,Wyoming,West Virginia,WV,,52,37.6339466,-81.5596427
72031,Blackford,Indiana,IN,,78,40.4992784,-85.3136218
71943,Clay,Illinois,IL,26750,87,38.7279431,-88.556531
71300,Coahoma,Mississippi,MS,,44,34.3667731,-90.5231561
71145,McHenry,North Dakota,ND,,25,47.5763012,-98.5917473
70642,Greer,Oklahoma,OK,,59,34.9338651,-99.456155
70523,Benton,Indiana,IN,,73,41.509216,-85.7611016
70463,Mississippi,Missouri,MO,,79,36.8661576,-89.3226954
70356,Haskell,Texas,TX,,207,33.1576031,-99.7337014
70337,Tallahatchie,Mississippi,MS,,56,33.9302578,-90.1869644
69900,COLES,Illinois,IL,,,39.5560011,-88.2461183
69900,Newton,Arkansas,AR,,41,35.9603994,-93.1779659
69891,Cherokee,Kansas,KS,,31,37.3458874,-94.8088504
69411,Fulton,Kentucky,KY,58500,111,36.5042277,-88.8742259
69406,Oregon,Missouri,MO,,76,39.9869407,-95.1449753
69333,Watonwan,Minnesota,MN,,79,43.9323091,-94.479976
69123,Hancock,Iowa,IA,,84,41.3901703,-95.3633591
69066,Wayne,Iowa,IA,,83,40.6677356,-93.3388917
68780,Leslie,Kentucky,KY,,84,37.0698286,-83.3789389
68500,Jewell,Kansas,KS,,84,39.671399,-98.153661
68394,Brown,Nebraska,NE,,51,42.5052914,-99.9912254
68104,Cass,Indiana,IN,,62,40.8199089,-86.3376761
67749,Lafayette,Arkansas,AR,,75,33.2511695,-93.6217802
66766,Pierce,North Dakota,ND,,12,48.0379438,-100.0575335
66373,Stark,Illinois,IL,,94,41.0795661,-89.8130356
66292,Childress,Texas,TX,,197,34.4264529,-100.2040019
66200,Schleicher,Texas,TX,,196,30.9234947,-100.5296115
66133,Smith,Kansas,KS,,72,39.7333849,-98.7481167
65960,Phillips,Arkansas,AR,,68,34.4611206,-90.8675134
65208,Pulaski,Illinois,IL,,102,37.2136615,-89.2059111
65000,Blaine,Nebraska,NE,,91,41.8795565,-99.9912254
65000,Hitchcock,Nebraska,NE,,80,40.1844599,-101.0711758
65000,Issaquena,Mississippi,MS,,79,32.8494351,-91.0203224
65000,Jackson,South Dakota,SD,,60,43.6648065,-101.5248055
65000,OAKLAND,Michigan,MI,,,42.5921924,-83.336188
64600,Sheridan,North Dakota,ND,,52,47.5391971,-100.2844016
64500,Clark,Kansas,KS,,92,37.3158895,-99.8124935
64497,Randolph,Indiana,IN,,70,40.1204532,-85.023346
64488,Dickens,Texas,TX,,193,33.6217516,-100.836521
64100,Meade,Kansas,KS,,68,37.2855796,-100.3401456
64047,Louisa,Iowa,IA,92500,86,41.1933001,-91.2891036
63955,Barber,Kansas,KS,,48,37.2299788,-98.7481167
63750,Faulk,South Dakota,SD,,64,45.0827008,-99.1531325
63487,Baylor,Texas,TX,,170,31.549841,-97.1143146
63225,Edwards,Kansas,KS,,94,38.8990504,-94.7249502
63166,Franklin,Nebraska,NE,,76,40.0961242,-98.9525807
62800,Wichita,Kansas,KS,,98,37.6871761,-97.330053
62511,Lake,Tennessee,TN,72500,95,36.3270676,-89.4931176
62459,Lincoln,Arkansas,AR,54070,73,35.949526,-94.4235482
60969,Shelby,Missouri,MO,,109,39.8388716,-92.1057549
60750,McDowell,West Virginia,WV,,43,37.3860467,-81.647344
60500,Stafford,Kansas,KS,,65,37.9622371,-98.6006375
60470,Zapata,Texas,TX,,212,26.9072605,-99.2714255
60350,Elk,Kansas,KS,,89,37.3936365,-96.1526985
60092,Billings,North Dakota,ND,,36,47.0560305,-103.3906121
60033,Briscoe,Texas,TX,,234,35.5837351,-100.290072
60000,Douglas,South Dakota,SD,,62,43.4059132,-98.3964938
60000,Towner,North Dakota,ND,,49,48.3458325,-100.4054123
59500,Rock,Nebraska,NE,,75,42.3951993,-99.456155
59472,Nuckolls,Nebraska,NE,,70,40.110932,-98.0465185
59200,Collingsworth,Texas,TX,,233,35.0351623,-100.3497895
59200,Polk,Nebraska,NE,,50,41.0756468,-97.7838057
59042,Schuyler,Missouri,MO,,114,40.4857709,-92.4999918
58560,Calhoun,Illinois,IL,,92,38.6503262,-88.0436473
58375,O'Brien,Iowa,IA,,91,43.1131245,-95.6457951
58335,Tillman,Oklahoma,OK,68500,62,34.4478348,-98.9245343
57450,Shannon,Missouri,MO,,87,37.2028249,-91.443469
56319,Knox,Texas,TX,,243,33.6734243,-99.8124935
56230,Crowley,Colorado,CO,,60,38.1930606,-103.8560646
56218,Gallatin,Illinois,IL,,98,37.7107751,-88.2461183
55949,Crosby,Texas,TX,,179,29.9118885,-95.0621512
55660,Floyd,Texas,TX,,211,33.148727,-96.244978
55150,Webster,Nebraska,NE,89000,59,40.2357266,-98.5721016
54633,Jefferson,Oklahoma,OK,,68,36.7205853,-97.7906099
53860,Scotland,Missouri,MO,,111,40.4921465,-92.1843285
53133,Sunflower,Mississippi,MS,,63,33.526164,-90.6773046
51912,Alexander,Illinois,IL,,96,39.7242387,-90.0390073
51912,Woodson,Kansas,KS,,56,37.9197853,-95.8142885
51250,Harmon,Oklahoma,OK,96000,77,36.1447648,-99.5603898
51200,Perkins,South Dakota,SD,,47,45.3888403,-102.3224308
51100,Humphreys,Mississippi,MS,,80,33.1677834,-90.5257823
49837,McPherson,South Dakota,SD,,30,45.7555982,-99.2784129
49700,Boyd,Nebraska,NE,,81,42.8823716,-98.704075
48730,Lawrence,Illinois,IL,,88,38.7157534,-87.7763333
48000,Logan,North Dakota,ND,,44,48.1483433,-101.1537688
47500,Cheyenne,Kansas,KS,,91,39.7877848,-101.7979613
47329,Nowata,Oklahoma,OK,57750,55,36.700645,-95.6380341
45000,BANNOCK,Idaho,ID,,,42.5836362,-112.1430215
44200,Griggs,North Dakota,ND,,29,47.3876664,-98.2554295
44128,Deuel,Nebraska,NE,,69,41.1401755,-102.3005803
43750,Worth,Missouri,MO,,112,40.4049921,-94.4441257
43601,La Salle,Texas,TX,,181,28.2758921,-99.1013498
42657,Richardson,Nebraska,NE,,57,40.0898025,-95.6457951
39900,McCone,Montana,MT,,50,47.4500913,-105.8810733
38950,Greeley,Nebraska,NE,,83,41.5487118,-98.5308417
35000,Foard,Texas,TX,,236,33.9865825,-99.7678687
34954,Harper,Kansas,KS,,79,37.2866863,-98.0258945
33900,Comanche,Kansas,KS,,93,37.1894543,-99.2785583
24333,Owsley,Kentucky,KY,,112,37.4294933,-83.7199136
24000,Daggett,Utah,UT,,29,40.9053845,-109.5211063
17000,Republic,Kansas,KS,,55,39.9236213,-97.8217096
15000,Howard,Nebraska,NE,,45,41.2020435,-98.5721016
10100,Sumter,Alabama,AL,,65,32.6155551,-88.2461183
10000,Sherman,Nebraska,NE,,65,41.1751661,-98.9245343
,Blaine,Montana,MT,,40,48.6065395,-108.9462246
,COOK,Illinois,IL,,,41.5881503,-87.7377105
,Cottle,Texas,TX,,254,34.159117,-100.3497895
,Dillingham,Alaska,AK,,21,59.0397222,-158.4575
,Hartley,Texas,TX,,251,35.8855926,-102.3968605
,Hyde,South Dakota,SD,,65,44.5334083,-99.456155
,Mitchell,Kansas,KS,,74,38.3838988,-98.0997779
,North Slope,Alaska,AK,,17,69.0578758,-152.8628274
,OCEAN,New Jersey,NJ,,,40.2479729,-74.029843
,Petroleum,Montana,MT,,37,47.1565346,-108.3203282
,Rolette,North Dakota,ND,,43,48.6608328,-99.841533
,SABINE,Texas,TX,,,31.2974233,-93.8248241
,Stanley,South Dakota,SD,,25,44.3386264,-100.8000051
